year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
2014,4,2014-04-20,12,0.0,11,12,1980-01-19,British,McLaren,British,Shanghai International Circuit,China,Jenson Button
2015,3,2015-04-12,17,0.0,11,17,1980-01-19,British,McLaren,British,Shanghai International Circuit,China,Jenson Button
2016,3,2016-04-17,12,0.0,1,13,1980-01-19,British,McLaren,British,Shanghai International Circuit,China,Jenson Button
2007,16,2007-10-07,4,8.0,1,4,1981-07-29,Spanish,McLaren,British,Shanghai International Circuit,China,Fernando Alonso
2015,3,2015-04-12,18,0.0,11,18,1981-07-29,Spanish,McLaren,British,Shanghai International Circuit,China,Fernando Alonso
2016,3,2016-04-17,11,0.0,1,12,1981-07-29,Spanish,McLaren,British,Shanghai International Circuit,China,Fernando Alonso
2017,2,2017-04-09,13,0.0,30,13,1981-07-29,Spanish,McLaren,British,Shanghai International Circuit,China,Fernando Alonso
2018,3,2018-04-15,13,6.0,1,13,1981-07-29,Spanish,McLaren,British,Shanghai International Circuit,China,Fernando Alonso
2006,16,2006-10-01,5,0.0,37,5,1979-10-17,Finnish,McLaren,British,Shanghai International Circuit,China,Kimi Räikkönen
2005,19,2005-10-16,3,8.0,1,3,1979-10-17,Finnish,McLaren,British,Shanghai International Circuit,China,Kimi Räikkönen
2004,16,2004-09-26,2,6.0,1,2,1979-10-17,Finnish,McLaren,British,Shanghai International Circuit,China,Kimi Räikkönen
2009,3,2009-04-19,12,4.0,1,12,1981-10-19,Finnish,McLaren,British,Shanghai International Circuit,China,Heikki Kovalainen
2008,17,2008-10-19,5,0.0,9,5,1981-10-19,Finnish,McLaren,British,Shanghai International Circuit,China,Heikki Kovalainen
2009,3,2009-04-19,9,3.0,1,9,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2008,17,2008-10-19,1,10.0,1,1,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2007,16,2007-10-07,1,0.0,20,1,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2010,4,2010-04-18,6,18.0,1,6,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2011,3,2011-04-17,3,25.0,1,3,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2012,3,2012-04-15,7,15.0,1,2,1985-01-07,British,McLaren,British,Shanghai International Circuit,China,Lewis Hamilton
2004,16,2004-09-26,9,0.0,1,10,1971-03-27,British,McLaren,British,Shanghai International Circuit,China,David Coulthard
2005,19,2005-10-16,5,0.0,5,5,1975-09-20,Colombian,McLaren,British,Shanghai International Circuit,China,Juan Pablo Montoya
2006,16,2006-10-01,7,4.0,1,7,1971-02-24,Spanish,McLaren,British,Shanghai International Circuit,China,Pedro de la Rosa
2013,3,2013-04-14,12,0.0,1,12,1990-01-26,Mexican,McLaren,British,Shanghai International Circuit,China,Sergio Pérez
2014,4,2014-04-20,15,0.0,11,15,1992-10-05,Danish,McLaren,British,Shanghai International Circuit,China,Kevin Magnussen
2019,3,2019-04-14,14,0.0,11,14,1994-09-01,Spanish,McLaren,British,Shanghai International Circuit,China,Carlos Sainz
2017,2,2017-04-09,15,0.0,32,16,1992-03-26,Belgian,McLaren,British,Shanghai International Circuit,China,Stoffel Vandoorne
2018,3,2018-04-15,14,0.0,1,14,1992-03-26,Belgian,McLaren,British,Shanghai International Circuit,China,Stoffel Vandoorne
2019,3,2019-04-14,15,0.0,4,15,1999-11-13,British,McLaren,British,Shanghai International Circuit,China,Lando Norris
2005,19,2005-10-16,8,0.0,1,8,1972-05-23,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Rubens Barrichello
2004,16,2004-09-26,1,10.0,1,1,1972-05-23,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Rubens Barrichello
2010,4,2010-04-18,3,12.0,1,3,1981-07-29,Spanish,Ferrari,Italian,Shanghai International Circuit,China,Fernando Alonso
2011,3,2011-04-17,5,6.0,1,5,1981-07-29,Spanish,Ferrari,Italian,Shanghai International Circuit,China,Fernando Alonso
2012,3,2012-04-15,9,2.0,1,9,1981-07-29,Spanish,Ferrari,Italian,Shanghai International Circuit,China,Fernando Alonso
2013,3,2013-04-14,3,25.0,1,3,1981-07-29,Spanish,Ferrari,Italian,Shanghai International Circuit,China,Fernando Alonso
2014,4,2014-04-20,5,15.0,1,5,1981-07-29,Spanish,Ferrari,Italian,Shanghai International Circuit,China,Fernando Alonso
2015,3,2015-04-12,3,15.0,1,3,1987-07-03,German,Ferrari,Italian,Shanghai International Circuit,China,Sebastian Vettel
2016,3,2016-04-17,4,18.0,1,4,1987-07-03,German,Ferrari,Italian,Shanghai International Circuit,China,Sebastian Vettel
2017,2,2017-04-09,2,18.0,1,2,1987-07-03,German,Ferrari,Italian,Shanghai International Circuit,China,Sebastian Vettel
2018,3,2018-04-15,1,4.0,1,1,1987-07-03,German,Ferrari,Italian,Shanghai International Circuit,China,Sebastian Vettel
2019,3,2019-04-14,3,15.0,1,3,1987-07-03,German,Ferrari,Italian,Shanghai International Circuit,China,Sebastian Vettel
2009,3,2009-04-19,8,0.0,1,8,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2008,17,2008-10-19,2,6.0,1,2,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2007,16,2007-10-07,2,10.0,1,2,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2014,4,2014-04-20,11,4.0,1,11,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2015,3,2015-04-12,6,12.0,1,6,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2016,3,2016-04-17,3,10.0,1,3,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2017,2,2017-04-09,4,10.0,1,4,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2018,3,2018-04-15,2,15.0,1,2,1979-10-17,Finnish,Ferrari,Italian,Shanghai International Circuit,China,Kimi Räikkönen
2009,3,2009-04-19,13,0.0,40,13,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2008,17,2008-10-19,3,8.0,1,3,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2007,16,2007-10-07,3,6.0,1,3,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2006,16,2006-10-01,20,0.0,4,20,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2010,4,2010-04-18,7,2.0,1,7,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2011,3,2011-04-17,6,8.0,1,6,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2012,3,2012-04-15,12,0.0,1,12,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2013,3,2013-04-14,5,8.0,1,5,1981-04-25,Brazilian,Ferrari,Italian,Shanghai International Circuit,China,Felipe Massa
2006,16,2006-10-01,6,10.0,1,6,1969-01-03,German,Ferrari,Italian,Shanghai International Circuit,China,Michael Schumacher
2005,19,2005-10-16,6,0.0,20,6,1969-01-03,German,Ferrari,Italian,Shanghai International Circuit,China,Michael Schumacher
2004,16,2004-09-26,20,0.0,11,20,1969-01-03,German,Ferrari,Italian,Shanghai International Circuit,China,Michael Schumacher
2019,3,2019-04-14,4,10.0,1,4,1997-10-16,Monegasque,Ferrari,Italian,Shanghai International Circuit,China,Charles Leclerc
2004,16,2004-09-26,16,0.0,11,17,1982-03-18,German,Jordan,Irish,Shanghai International Circuit,China,Timo Glock
2004,16,2004-09-26,14,0.0,11,15,1977-05-10,German,Jordan,Irish,Shanghai International Circuit,China,Nick Heidfeld
2005,19,2005-10-16,19,0.0,1,19,1976-07-24,Portuguese,Jordan,Irish,Shanghai International Circuit,China,Tiago Monteiro
2005,19,2005-10-16,15,0.0,3,15,1977-01-14,Indian,Jordan,Irish,Shanghai International Circuit,China,Narain Karthikeyan
2009,3,2009-04-19,6,0.0,4,6,1974-07-13,Italian,Toyota,Japanese,Shanghai International Circuit,China,Jarno Trulli
2008,17,2008-10-19,7,0.0,4,9,1974-07-13,Italian,Toyota,Japanese,Shanghai International Circuit,China,Jarno Trulli
2007,16,2007-10-07,12,0.0,11,12,1974-07-13,Italian,Toyota,Japanese,Shanghai International Circuit,China,Jarno Trulli
2006,16,2006-10-01,17,0.0,63,17,1974-07-13,Italian,Toyota,Japanese,Shanghai International Circuit,China,Jarno Trulli
2005,19,2005-10-16,12,0.0,11,12,1974-07-13,Italian,Toyota,Japanese,Shanghai International Circuit,China,Jarno Trulli
2009,3,2009-04-19,19,2.0,1,14,1982-03-18,German,Toyota,Japanese,Shanghai International Circuit,China,Timo Glock
2008,17,2008-10-19,12,2.0,1,13,1982-03-18,German,Toyota,Japanese,Shanghai International Circuit,China,Timo Glock
2007,16,2007-10-07,6,0.0,20,6,1975-06-30,German,Toyota,Japanese,Shanghai International Circuit,China,Ralf Schumacher
2006,16,2006-10-01,16,0.0,51,16,1975-06-30,German,Toyota,Japanese,Shanghai International Circuit,China,Ralf Schumacher
2005,19,2005-10-16,9,6.0,1,9,1975-06-30,German,Toyota,Japanese,Shanghai International Circuit,China,Ralf Schumacher
2004,16,2004-09-26,13,0.0,7,14,1976-03-23,Brazilian,Toyota,Japanese,Shanghai International Circuit,China,Ricardo Zonta
2004,16,2004-09-26,8,0.0,11,8,1966-09-02,French,Toyota,Japanese,Shanghai International Circuit,China,Olivier Panis
2005,19,2005-10-16,18,0.0,61,18,1979-04-16,Dutch,Minardi,Italian,Shanghai International Circuit,China,Christijan Albers
2005,19,2005-10-16,20,0.0,60,20,1981-09-23,Dutch,Minardi,Italian,Shanghai International Circuit,China,Robert Doornbos
2004,16,2004-09-26,17,0.0,36,19,1981-05-30,Italian,Minardi,Italian,Shanghai International Circuit,China,Gianmaria Bruni
2004,16,2004-09-26,19,0.0,13,18,1981-01-01,Hungarian,Minardi,Italian,Shanghai International Circuit,China,Zsolt Baumgartner
2010,4,2010-04-18,20,0.0,9,20,1974-07-13,Italian,Lotus,Malaysian,Shanghai International Circuit,China,Jarno Trulli
2011,3,2011-04-17,20,0.0,11,20,1974-07-13,Italian,Lotus,Malaysian,Shanghai International Circuit,China,Jarno Trulli
2010,4,2010-04-18,21,0.0,11,21,1981-10-19,Finnish,Lotus,Malaysian,Shanghai International Circuit,China,Heikki Kovalainen
2011,3,2011-04-17,19,0.0,11,19,1981-10-19,Finnish,Lotus,Malaysian,Shanghai International Circuit,China,Heikki Kovalainen
2010,4,2010-04-18,19,0.0,5,19,1982-03-18,German,Virgin,British,Shanghai International Circuit,China,Timo Glock
2011,3,2011-04-17,22,0.0,12,22,1982-03-18,German,Virgin,British,Shanghai International Circuit,China,Timo Glock
2010,4,2010-04-18,22,0.0,8,22,1984-08-11,Brazilian,Virgin,British,Shanghai International Circuit,China,Lucas di Grassi
2011,3,2011-04-17,21,0.0,12,21,1985-12-27,Belgian,Virgin,British,Shanghai International Circuit,China,Jérôme d'Ambrosio
2012,3,2012-04-15,20,0.0,11,21,1982-03-18,German,Marussia,Russian,Shanghai International Circuit,China,Timo Glock
2012,3,2012-04-15,21,0.0,11,22,1990-02-15,French,Marussia,Russian,Shanghai International Circuit,China,Charles Pic
2013,3,2013-04-14,18,0.0,11,19,1989-08-03,French,Marussia,Russian,Shanghai International Circuit,China,Jules Bianchi
2014,4,2014-04-20,19,0.0,11,19,1989-08-03,French,Marussia,Russian,Shanghai International Circuit,China,Jules Bianchi
2013,3,2013-04-14,19,0.0,11,20,1991-04-21,British,Marussia,Russian,Shanghai International Circuit,China,Max Chilton
2014,4,2014-04-20,21,0.0,12,21,1991-04-21,British,Marussia,Russian,Shanghai International Circuit,China,Max Chilton
2010,4,2010-04-18,4,15.0,1,4,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2011,3,2011-04-17,4,10.0,1,4,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2012,3,2012-04-15,1,25.0,1,1,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2013,3,2013-04-14,4,0.0,22,4,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2014,4,2014-04-20,4,18.0,1,4,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2015,3,2015-04-12,2,18.0,1,2,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2016,3,2016-04-17,1,25.0,1,1,1985-06-27,German,Mercedes,German,Shanghai International Circuit,China,Nico Rosberg
2013,3,2013-04-14,1,15.0,1,1,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2014,4,2014-04-20,1,25.0,1,1,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2015,3,2015-04-12,1,25.0,1,1,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2016,3,2016-04-17,22,6.0,1,22,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2017,2,2017-04-09,1,25.0,1,1,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2018,3,2018-04-15,4,12.0,1,4,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2019,3,2019-04-14,2,25.0,1,2,1985-01-07,British,Mercedes,German,Shanghai International Circuit,China,Lewis Hamilton
2010,4,2010-04-18,9,1.0,1,9,1969-01-03,German,Mercedes,German,Shanghai International Circuit,China,Michael Schumacher
2011,3,2011-04-17,14,4.0,1,14,1969-01-03,German,Mercedes,German,Shanghai International Circuit,China,Michael Schumacher
2012,3,2012-04-15,2,0.0,61,3,1969-01-03,German,Mercedes,German,Shanghai International Circuit,China,Michael Schumacher
2017,2,2017-04-09,3,8.0,1,3,1989-08-28,Finnish,Mercedes,German,Shanghai International Circuit,China,Valtteri Bottas
2018,3,2018-04-15,3,18.0,1,3,1989-08-28,Finnish,Mercedes,German,Shanghai International Circuit,China,Valtteri Bottas
2019,3,2019-04-14,1,18.0,1,1,1989-08-28,Finnish,Mercedes,German,Shanghai International Circuit,China,Valtteri Bottas
2009,3,2009-04-19,10,1.0,1,10,1988-10-31,Swiss,Toro Rosso,Italian,Shanghai International Circuit,China,Sébastien Buemi
2010,4,2010-04-18,13,0.0,3,13,1988-10-31,Swiss,Toro Rosso,Italian,Shanghai International Circuit,China,Sébastien Buemi
2011,3,2011-04-17,9,0.0,1,9,1988-10-31,Swiss,Toro Rosso,Italian,Shanghai International Circuit,China,Sébastien Buemi
2009,3,2009-04-19,15,0.0,1,16,1979-02-28,French,Toro Rosso,Italian,Shanghai International Circuit,China,Sébastien Bourdais
2008,17,2008-10-19,8,0.0,1,10,1979-02-28,French,Toro Rosso,Italian,Shanghai International Circuit,China,Sébastien Bourdais
2008,17,2008-10-19,6,0.0,1,8,1987-07-03,German,Toro Rosso,Italian,Shanghai International Circuit,China,Sebastian Vettel
2007,16,2007-10-07,17,5.0,1,17,1987-07-03,German,Toro Rosso,Italian,Shanghai International Circuit,China,Sebastian Vettel
2010,4,2010-04-18,12,0.0,1,12,1990-03-23,Spanish,Toro Rosso,Italian,Shanghai International Circuit,China,Jaime Alguersuari
2011,3,2011-04-17,7,0.0,36,7,1990-03-23,Spanish,Toro Rosso,Italian,Shanghai International Circuit,China,Jaime Alguersuari
2007,16,2007-10-07,11,3.0,1,11,1980-08-06,Italian,Toro Rosso,Italian,Shanghai International Circuit,China,Vitantonio Liuzzi
2006,16,2006-10-01,13,0.0,11,13,1980-08-06,Italian,Toro Rosso,Italian,Shanghai International Circuit,China,Vitantonio Liuzzi
2006,16,2006-10-01,11,0.0,11,11,1983-01-24,American,Toro Rosso,Italian,Shanghai International Circuit,China,Scott Speed
2012,3,2012-04-15,17,0.0,1,17,1989-07-01,Australian,Toro Rosso,Italian,Shanghai International Circuit,China,Daniel Ricciardo
2013,3,2013-04-14,7,6.0,1,7,1989-07-01,Australian,Toro Rosso,Italian,Shanghai International Circuit,China,Daniel Ricciardo
2012,3,2012-04-15,24,0.0,1,18,1990-04-25,French,Toro Rosso,Italian,Shanghai International Circuit,China,Jean-Éric Vergne
2013,3,2013-04-14,15,0.0,1,16,1990-04-25,French,Toro Rosso,Italian,Shanghai International Circuit,China,Jean-Éric Vergne
2014,4,2014-04-20,9,0.0,11,9,1990-04-25,French,Toro Rosso,Italian,Shanghai International Circuit,China,Jean-Éric Vergne
2014,4,2014-04-20,13,1.0,11,13,1994-04-26,Russian,Toro Rosso,Italian,Shanghai International Circuit,China,Daniil Kvyat
2017,2,2017-04-09,9,0.0,9,9,1994-04-26,Russian,Toro Rosso,Italian,Shanghai International Circuit,China,Daniil Kvyat
2019,3,2019-04-14,11,0.0,4,11,1994-04-26,Russian,Toro Rosso,Italian,Shanghai International Circuit,China,Daniil Kvyat
2015,3,2015-04-12,14,0.0,11,14,1994-09-01,Spanish,Toro Rosso,Italian,Shanghai International Circuit,China,Carlos Sainz
2016,3,2016-04-17,8,2.0,1,8,1994-09-01,Spanish,Toro Rosso,Italian,Shanghai International Circuit,China,Carlos Sainz
2017,2,2017-04-09,11,6.0,1,11,1994-09-01,Spanish,Toro Rosso,Italian,Shanghai International Circuit,China,Carlos Sainz
2015,3,2015-04-12,13,0.0,7,13,1997-09-30,Dutch,Toro Rosso,Italian,Shanghai International Circuit,China,Max Verstappen
2016,3,2016-04-17,9,4.0,1,9,1997-09-30,Dutch,Toro Rosso,Italian,Shanghai International Circuit,China,Max Verstappen
2018,3,2018-04-15,17,0.0,1,17,1996-02-07,French,Toro Rosso,Italian,Shanghai International Circuit,China,Pierre Gasly
2018,3,2018-04-15,15,0.0,130,15,1989-11-10,New Zealander,Toro Rosso,Italian,Shanghai International Circuit,China,Brendon Hartley
2009,3,2009-04-19,18,0.0,20,19,1983-01-11,German,Force India,Indian,Shanghai International Circuit,China,Adrian Sutil
2008,17,2008-10-19,19,0.0,5,19,1983-01-11,German,Force India,Indian,Shanghai International Circuit,China,Adrian Sutil
2010,4,2010-04-18,10,0.0,1,10,1983-01-11,German,Force India,Indian,Shanghai International Circuit,China,Adrian Sutil
2011,3,2011-04-17,11,0.0,11,11,1983-01-11,German,Force India,Indian,Shanghai International Circuit,China,Adrian Sutil
2013,3,2013-04-14,13,0.0,4,13,1983-01-11,German,Force India,Indian,Shanghai International Circuit,China,Adrian Sutil
2009,3,2009-04-19,20,0.0,11,20,1973-01-14,Italian,Force India,Indian,Shanghai International Circuit,China,Giancarlo Fisichella
2008,17,2008-10-19,20,0.0,11,20,1973-01-14,Italian,Force India,Indian,Shanghai International Circuit,China,Giancarlo Fisichella
2010,4,2010-04-18,18,0.0,3,18,1980-08-06,Italian,Force India,Indian,Shanghai International Circuit,China,Vitantonio Liuzzi
2012,3,2012-04-15,16,0.0,1,16,1987-08-19,German,Force India,Indian,Shanghai International Circuit,China,Nico Hülkenberg
2014,4,2014-04-20,8,8.0,1,8,1987-08-19,German,Force India,Indian,Shanghai International Circuit,China,Nico Hülkenberg
2015,3,2015-04-12,16,0.0,6,16,1987-08-19,German,Force India,Indian,Shanghai International Circuit,China,Nico Hülkenberg
2016,3,2016-04-17,13,0.0,11,10,1987-08-19,German,Force India,Indian,Shanghai International Circuit,China,Nico Hülkenberg
2011,3,2011-04-17,8,0.0,1,8,1986-04-16,British,Force India,Indian,Shanghai International Circuit,China,Paul di Resta
2012,3,2012-04-15,15,0.0,1,15,1986-04-16,British,Force India,Indian,Shanghai International Circuit,China,Paul di Resta
2013,3,2013-04-14,11,4.0,1,11,1986-04-16,British,Force India,Indian,Shanghai International Circuit,China,Paul di Resta
2014,4,2014-04-20,16,2.0,1,16,1990-01-26,Mexican,Force India,Indian,Shanghai International Circuit,China,Sergio Pérez
2015,3,2015-04-12,15,0.0,11,15,1990-01-26,Mexican,Force India,Indian,Shanghai International Circuit,China,Sergio Pérez
2016,3,2016-04-17,7,0.0,1,7,1990-01-26,Mexican,Force India,Indian,Shanghai International Circuit,China,Sergio Pérez
2017,2,2017-04-09,8,2.0,11,8,1990-01-26,Mexican,Force India,Indian,Shanghai International Circuit,China,Sergio Pérez
2018,3,2018-04-15,8,0.0,1,8,1990-01-26,Mexican,Force India,Indian,Shanghai International Circuit,China,Sergio Pérez
2017,2,2017-04-09,17,1.0,11,20,1996-09-17,French,Force India,Indian,Shanghai International Circuit,China,Esteban Ocon
2018,3,2018-04-15,12,0.0,1,12,1996-09-17,French,Force India,Indian,Shanghai International Circuit,China,Esteban Ocon
2007,16,2007-10-07,21,0.0,3,21,1983-01-11,German,Spyker,Dutch,Shanghai International Circuit,China,Adrian Sutil
2007,16,2007-10-07,22,0.0,13,22,1982-07-09,Japanese,Spyker,Dutch,Shanghai International Circuit,China,Sakon Yamamoto
2014,4,2014-04-20,14,0.0,5,14,1983-01-11,German,Sauber,Swiss,Shanghai International Circuit,China,Adrian Sutil
2004,16,2004-09-26,7,2.0,1,7,1973-01-14,Italian,Sauber,Swiss,Shanghai International Circuit,China,Giancarlo Fisichella
2005,19,2005-10-16,11,3.0,1,11,1981-04-25,Brazilian,Sauber,Swiss,Shanghai International Circuit,China,Felipe Massa
2004,16,2004-09-26,4,1.0,1,4,1981-04-25,Brazilian,Sauber,Swiss,Shanghai International Circuit,China,Felipe Massa
